Index,CurrentCost,TotalCost,CurrentPackets,TotalPackets, TrafficIntensity
485,710,266680,14,6235,12.8557
486,900,267580,14,6249,12.858
487,840,268420,16,6265,12.8645
488,790,269210,13,6278,12.8648
489,380,269590,14,6292,12.8671
490,980,270570,14,6306,12.8694
491,670,271240,14,6320,12.8717
492,650,271890,14,6334,12.874
493,610,272500,12,6346,12.8722
494,860,273360,17,6363,12.8806
495,450,273810,13,6376,12.8808
496,840,274650,15,6391,12.8851
497,820,275470,15,6406,12.8893
498,460,275930,18,6424,12.8996
499,770,276700,16,6440,12.9058
500,1080,277780,15,6455,12.91
501,500,278280,15,6470,12.9142
502,380,278660,15,6485,12.9183
503,570,279230,15,6500,12.9225
504,790,280020,13,6513,12.9226
505,990,281010,16,6529,12.9287
506,470,281480,15,6544,12.9328
507,810,282290,19,6563,12.9448
508,720,283010,15,6578,12.9488
509,430,283440,17,6595,12.9568
510,620,284060,14,6609,12.9588
511,660,284720,16,6625,12.9648
512,660,285380,16,6641,12.9707
513,670,286050,17,6658,12.9786
514,790,286840,18,6676,12.9883
515,1030,287870,17,6693,12.9961
516,710,288580,19,6712,13.0078
517,660,289240,17,6729,13.0155
518,560,289800,15,6744,13.0193
519,490,290290,17,6761,13.027
520,750,291040,17,6778,13.0346
521,520,291560,17,6795,13.0422
522,680,292240,16,6811,13.0479
523,520,292760,17,6828,13.0554
524,620,293380,17,6845,13.063
525,1090,294470,17,6862,13.0705
526,1010,295480,16,6878,13.076
527,570,296050,15,6893,13.0797
528,660,296710,16,6909,13.0852
529,730,297440,15,6924,13.0888
530,440,297880,14,6938,13.0906
531,950,298830,19,6957,13.1017
532,840,299670,17,6974,13.109
533,690,300360,17,6991,13.1163
534,480,300840,17,7008,13.1236
535,680,301520,17,7025,13.1308
536,570,302090,16,7041,13.1362
537,860,302950,18,7059,13.1453
538,710,303660,18,7077,13.1543
539,1140,304800,20,7097,13.167
540,1040,305840,18,7115,13.1759
541,800,306640,14,7129,13.1774
542,360,307000,17,7146,13.1845
543,990,307990,19,7165,13.1952
544,900,308890,19,7184,13.2059
545,400,309290,17,7201,13.2128
546,470,309760,14,7215,13.2143
547,440,310200,17,7232,13.2212
548,960,311160,18,7250,13.2299
549,660,311820,16,7266,13.235
550,530,312350,18,7284,13.2436
551,670,313020,17,7301,13.2505
552,520,313540,18,7319,13.2591
553,870,314410,18,7337,13.2676
554,770,315180,18,7355,13.2762
555,1020,316200,18,7373,13.2847
556,620,316820,18,7391,13.2932
557,710,317530,18,7409,13.3016
558,990,318520,20,7429,13.3136
559,670,319190,16,7445,13.3184
560,800,319990,19,7464,13.3286
561,990,320980,21,7485,13.3422
562,890,321870,18,7503,13.3505
563,870,322740,18,7521,13.3588
564,670,323410,18,7539,13.367
565,680,324090,18,7557,13.3752
566,690,324780,18,7575,13.3834
567,520,325300,18,7593,13.3915
568,710,326010,18,7611,13.3996
569,1330,327340,20,7631,13.4112
570,770,328110,18,7649,13.4193
571,430,328540,18,7667,13.4273
572,920,329460,17,7684,13.4336
573,670,330130,18,7702,13.4415
574,700,330830,18,7720,13.4495
575,540,331370,17,7737,13.4557
576,860,332230,19,7756,13.4653
577,620,332850,19,7775,13.4749
578,630,333480,14,7789,13.4758
579,720,334200,19,7808,13.4853
580,890,335090,19,7827,13.4948
581,600,335690,19,7846,13.5043
582,670,336360,19,7865,13.5137
583,540,336900,18,7883,13.5214
584,660,337560,16,7899,13.5257
585,690,338250,19,7918,13.535
586,700,338950,20,7938,13.5461
587,790,339740,19,7957,13.5554
588,920,340660,19,7976,13.5646
589,830,341490,20,7996,13.5756
590,680,342170,18,8014,13.5831
591,600,342770,18,8032,13.5905
592,920,343690,19,8051,13.5997
593,1020,344710,17,8068,13.6054
594,640,345350,18,8086,13.6128
595,1110,346460,18,8104,13.6202
596,870,347330,18,8122,13.6275
597,790,348120,18,8140,13.6348
598,880,349000,18,8158,13.6421
599,540,349540,18,8176,13.6494
600,590,350130,18,8194,13.6567
601,990,351120,20,8214,13.6672
602,1030,352150,19,8233,13.6761
603,940,353090,19,8252,13.6849
604,1210,354300,19,8271,13.6937
605,880,355180,19,8290,13.7025
606,870,356050,18,8308,13.7096
607,950,357000,19,8327,13.7183
608,580,357580,18,8345,13.7253
609,870,358450,17,8362,13.7307
610,980,359430,20,8382,13.741
611,550,359980,15,8397,13.743
612,880,360860,18,8415,13.75
613,600,361460,18,8433,13.7569
614,1060,362520,20,8453,13.7671
615,870,363390,18,8471,13.774
616,710,364100,18,8489,13.7808
617,900,365000,20,8509,13.7909
618,1180,366180,18,8527,13.7977
619,870,367050,18,8545,13.8045
620,1040,368090,19,8564,13.8129
621,580,368670,15,8579,13.8148
622,1040,369710,17,8596,13.8199
623,640,370350,15,8611,13.8218
624,770,371120,17,8628,13.8269
625,760,371880,17,8645,13.832
626,1310,373190,20,8665,13.8419
627,770,373960,17,8682,13.8469
628,660,374620,17,8699,13.8519
629,750,375370,17,8716,13.8569
630,760,376130,16,8732,13.8603
631,840,376970,17,8749,13.8653
632,1020,377990,17,8766,13.8703
633,1030,379020,18,8784,13.8768
634,730,379750,17,8801,13.8817
635,780,380530,17,8818,13.8866
636,750,381280,17,8835,13.8915
637,900,382180,18,8853,13.898
638,790,382970,18,8871,13.9044
639,610,383580,17,8888,13.9092
640,980,384560,15,8903,13.9109
641,730,385290,16,8919,13.9142
642,660,385950,18,8937,13.9206
643,720,386670,15,8952,13.9222
644,1000,387670,17,8969,13.927
645,680,388350,16,8985,13.9302
646,850,389200,16,9001,13.9334
647,770,389970,17,9018,13.9382
648,560,390530,15,9033,13.9398
649,720,391250,15,9048,13.9414
650,860,392110,18,9066,13.9477
651,650,392760,14,9080,13.9478
652,740,393500,14,9094,13.9479
653,500,394000,12,9106,13.9449
654,780,394780,14,9120,13.945
655,480,395260,14,9134,13.945
656,450,395710,13,9147,13.9436
657,350,396060,14,9161,13.9437
658,610,396670,14,9175,13.9438
659,590,397260,13,9188,13.9423
660,490,397750,10,9198,13.9364
661,480,398230,13,9211,13.9349
662,360,398590,11,9222,13.9305
663,790,399380,14,9236,13.9306
664,460,399840,13,9249,13.9292
665,500,400340,11,9260,13.9248
666,540,400880,13,9273,13.9234
667,790,401670,13,9286,13.922
668,620,402290,13,9299,13.9207
669,590,402880,12,9311,13.9178
670,300,403180,8,9319,13.909
671,480,403660,11,9330,13.9046
672,240,403900,11,9341,13.9003
673,580,404480,11,9352,13.896
674,600,405080,11,9363,13.8917
675,520,405600,11,9374,13.8874
676,240,405840,10,9384,13.8817
677,390,406230,10,9394,13.8759
678,470,406700,8,9402,13.8673
679,280,406980,8,9410,13.8586
680,300,407280,10,9420,13.8529
681,180,407460,8,9428,13.8443
682,270,407730,8,9436,13.8358
683,190,407920,8,9444,13.8272
684,330,408250,9,9453,13.8202
685,220,408470,9,9462,13.8131
686,190,408660,8,9470,13.8047
687,270,408930,7,9477,13.7948
688,460,409390,8,9485,13.7863
689,100,409490,6,9491,13.775
690,630,410120,9,9500,13.7681
691,420,410540,10,9510,13.7627
692,260,410800,7,9517,13.7529
693,100,410900,5,9522,13.7403
694,360,411260,6,9528,13.7291
695,190,411450,7,9535,13.7194
696,270,411720,7,9542,13.7098
697,180,411900,7,9549,13.7001
698,450,412350,7,9556,13.6905
699,180,412530,7,9563,13.681
700,390,412920,8,9571,13.6729
701,180,413100,6,9577,13.6619
702,260,413360,6,9583,13.651
703,250,413610,6,9589,13.6401
704,430,414040,6,9595,13.6293
705,160,414200,6,9601,13.6184
706,50,414250,3,9604,13.6034
707,330,414580,6,9610,13.5926
708,550,415130,8,9618,13.5847
709,360,415490,7,9625,13.5755
710,190,415680,7,9632,13.5662
711,300,415980,8,9640,13.5584
712,260,416240,7,9647,13.5492
713,740,416980,10,9657,13.5442
714,250,417230,5,9662,13.5322
715,440,417670,6,9668,13.5217
716,200,417870,7,9675,13.5126
717,250,418120,7,9682,13.5035
718,280,418400,7,9689,13.4944
719,180,418580,7,9696,13.4854
720,500,419080,10,9706,13.4806
721,440,419520,7,9713,13.4716
722,350,419870,7,9720,13.4626
723,160,420030,5,9725,13.4509
724,160,420190,5,9730,13.4392
725,500,420690,10,9740,13.4345
726,280,420970,9,9749,13.4284
727,430,421400,7,9756,13.4195
728,380,421780,9,9765,13.4135
729,270,422050,7,9772,13.4047
730,360,422410,7,9779,13.3959
731,180,422590,6,9785,13.3858
732,240,422830,5,9790,13.3743
733,230,423060,9,9799,13.3683
734,230,423290,8,9807,13.361
735,350,423640,11,9818,13.3578
736,580,424220,10,9828,13.3533
737,280,424500,8,9836,13.346
738,380,424880,8,9844,13.3388
739,180,425060,7,9851,13.3302
740,100,425160,6,9857,13.3203
741,250,425410,5,9862,13.309
742,280,425690,8,9870,13.3019
743,350,426040,7,9877,13.2934
744,290,426330,7,9884,13.2849
745,170,426500,5,9889,13.2738
746,380,426880,8,9897,13.2668
747,300,427180,8,9905,13.2597
748,500,427680,10,9915,13.2553
749,290,427970,8,9923,13.2483
750,380,428350,8,9931,13.2413
751,480,428830,9,9940,13.2357
